date,node_id,one_hop_signed_spillover,own_news_shock,label_fwd_abret_5d
2024-01-02,N035,0.0,0.0,-0.0009595343373987128
2024-01-02,N036,0.0,0.0,0.0009873263275203762
2024-01-02,N037,0.0,0.0,0.0002484540118167666
2024-01-02,N038,0.0315,0.0,0.001909715980437439
2024-01-02,N039,0.0,0.0,0.0012240458015475315
2024-01-03,N000,0.0,0.0,-0.00021712809047122586
2024-01-03,N001,-0.10906,0.0,-0.0004948335377592205
2024-01-03,N002,0.0,-0.15048,0.0004995662744224429
2024-01-03,N003,0.0,0.0,0.0013025847662595578
2024-01-03,N004,0.0,0.0,-0.00079550827061032
2024-01-03,N005,0.0,0.02952,-0.00016726983445831487
2024-01-03,N006,0.0,0.0,-0.00033122802893595154
2024-01-03,N007,-0.10701,0.0,-0.002132565835753425
2024-01-03,N008,0.0,0.0,0.0009075164667484545
2024-01-03,N009,0.0,0.0,0.0007785901120390518
2024-01-03,N010,0.0,0.0,0.00036747810718142256
2024-01-03,N011,0.0,0.0,0.00012174361611968339
2024-01-03,N012,0.0,0.0,0.0013184760658292336
2024-01-03,N013,0.0,0.0,-0.00022549519762268363
2024-01-03,N014,0.0,0.0,-0.0007925531265668114
2024-01-03,N015,0.02952,0.0,-0.00022984335319249595
2024-01-03,N016,0.02952,0.0,-0.0008902395307343587
2024-01-03,N017,0.0,0.0,-0.0007268788409953271
2024-01-03,N018,0.0,0.0,-0.0014494959367109149
2024-01-03,N019,0.0,0.0,-0.0008217146279645728
2024-01-03,N020,0.0,0.0,0.00138834376669374
2024-01-03,N021,0.0,0.01395,0.00035676173797229415
2024-01-03,N022,0.0,0.0,-0.00033199893097584466
2024-01-03,N023,0.0,0.0,-0.0004779112509240879
2024-01-03,N024,0.0,0.0,-0.0002812279725864533
2024-01-03,N025,0.0,0.0,-0.0019534210479376078
2024-01-03,N026,0.0,0.0,-0.00138762909719962
2024-01-03,N027,0.0,0.0,-0.0008318123136846276
2024-01-03,N028,0.0,-0.10906,0.0002471500078234285
2024-01-03,N029,0.0,0.0,0.001453892655537957
2024-01-03,N030,0.0,0.0,-0.0009522954311593227
2024-01-03,N031,0.0,0.0,0.0007493226526127252
2024-01-03,N032,0.0,0.0,0.0017210103029157047
2024-01-03,N033,0.0,0.0,-0.0012889779951354955
2024-01-03,N034,0.0,0.0,-0.0005940695485648646
2024-01-03,N035,0.0,0.0,0.00020264927708459778
2024-01-03,N036,0.0,0.0,-0.00022221622385304373
2024-01-03,N037,0.0,0.0,-0.000657585575144157
2024-01-03,N038,-0.10906,0.0,0.0002696939398112712
2024-01-03,N039,0.0,0.0,0.0011507008327734415
2024-01-04,N000,-0.04254,0.0,0.0002010626664547502
2024-01-04,N001,0.0,0.0,9.020010702841065e-05
2024-01-04,N002,0.0,0.0,6.207106225404981e-05
2024-01-04,N003,0.0,0.0,0.00011232132865263421
2024-01-04,N004,0.0,0.0,0.0006735394783518679
2024-01-04,N005,0.0,0.0,0.0001635826740118884
2024-01-04,N006,-0.12732,0.0,0.0004687631833709793
2024-01-04,N007,0.0,0.0,-0.00015837688524915287
2024-01-04,N008,0.07649,0.0,0.00044632164177294497
2024-01-04,N009,0.0,-0.04254,-0.00048132715141620714
2024-01-04,N010,-0.16242,0.0,0.0003420275822608362
2024-01-04,N011,0.0,0.0,0.0015169951065960542
2024-01-04,N012,0.0,-0.16242,0.0005607250208012138
2024-01-04,N013,0.0,0.0,-8.4583664316934e-05
2024-01-04,N014,0.0,0.0,0.0017680398711073244
2024-01-04,N015,0.0,0.0,0.0009632491138904998
2024-01-04,N016,0.0,0.0,-0.00019570870976749272
2024-01-04,N017,0.0,0.0,-0.0008518307358780301
2024-01-04,N018,0.0,0.0,-0.0014846099883187162
2024-01-04,N019,-0.04254,0.09725,-0.0014014699399092219
2024-01-04,N020,0.0,0.0,-0.0009869497761191381
2024-01-04,N021,0.0,0.0,0.0005041854590263033
2024-01-04,N022,0.0,0.0,-0.001182103259763588
2024-01-04,N023,0.0,0.0,-0.0004275458362412725
2024-01-04,N024,0.0,0.0,0.0005490507444554237
2024-01-04,N025,0.0,0.0,-0.0009432832182174514
2024-01-04,N026,0.09725,0.0,-0.0010796819173419822
2024-01-04,N027,0.0,0.0,0.0017560990861753886
2024-01-04,N028,-0.12732,0.0,9.96707857816503e-05
2024-01-04,N029,0.07649,0.0,0.0013216877570516477
2024-01-04,N030,-0.12732,0.0,0.0001664369600359488
2024-01-04,N031,-0.04254,0.0,-0.0026296370057512152
2024-01-04,N032,0.07649,0.0,0.0012053917408509696
2024-01-04,N033,0.0,0.0,0.00037368865419584155
2024-01-04,N034,0.0,0.07649,0.0010381949554142211
2024-01-04,N035,0.0,0.0,-0.0020239669084675177
2024-01-04,N036,0.0,0.0,0.002075765908620188
2024-01-04,N037,0.0,0.0,0.0002222345561359445
2024-01-04,N038,0.0,0.0,0.00020684089619463155
2024-01-04,N039,0.0,-0.12732,7.522416223160625e-05
2024-01-05,N000,0.0,0.0,0.00169076982764632
2024-01-05,N001,0.0,0.0,-0.00014599547003092054
2024-01-05,N002,0.0,0.0,-0.001198117964476175
2024-01-05,N003,0.0,0.11627,-5.8458286132403654e-05
2024-01-05,N004,-0.12607,0.0,-0.0006539226546429684
2024-01-05,N005,0.0,0.0,-0.00118642042182889
2024-01-05,N006,0.0,0.0,-9.028748850851196e-06
2024-01-05,N007,0.0,0.0,0.0007001895818749072
2024-01-05,N008,0.0,-0.04917,-0.0003914902368275749
2024-01-05,N009,0.0,0.0,-0.0007978356717741962
2024-01-05,N010,0.0,0.0,-0.0004853127029667237
2024-01-05,N011,0.0,0.0,3.5929015473822955e-05
2024-01-05,N012,0.0,0.0,-0.00044670117477446614
2024-01-05,N013,0.0,-0.12607,-0.0009750895919207177
2024-01-05,N014,0.0,0.0,0.0015358988306500131
2024-01-05,N015,0.0,0.0,-0.00029320818547756217
2024-01-05,N016,-0.04917,0.0,6.570924741003794e-05
2024-01-05,N017,0.0,0.0,0.0006481909486339861
2024-01-05,N018,0.0,0.0,0.00021136540846079335
2024-01-05,N019,-0.03866,0.0,-0.0015965915270374502
2024-01-05,N020,0.0,0.0,0.001155414431432744
2024-01-05,N021,0.0,0.0,-5.023835646379749e-05
2024-01-05,N022,0.0,0.0,5.46788008889649e-05
2024-01-05,N023,0.0,0.0,0.0006466292512297978
2024-01-05,N024,0.0,-0.03866,-0.0010929810539323163
2024-01-05,N025,0.0,0.0,-0.0018132714659161546
2024-01-05,N026,0.0,0.0,0.00013445416364550594
2024-01-05,N027,0.0,-0.04563,0.00110628116387947
2024-01-05,N028,0.11627,0.0,0.0013649591833981654
2024-01-05,N029,0.0,0.0,-0.0011521069430295416
2024-01-05,N030,-0.0948,0.0,-0.0017270492083889429
2024-01-05,N031,0.0,0.0,0.0006195160610008335
2024-01-05,N032,-0.12607,0.0,-0.0003032620458449666
2024-01-05,N033,0.0,0.0,-0.00037721388039189155
2024-01-05,N034,0.0,0.0,-0.0013723838259784092
2024-01-05,N035,0.0,0.0,2.184275200062922e-05
2024-01-05,N036,-0.03866,0.0,0.0010424898382194446
2024-01-05,N037,0.0,0.0,-0.00016888815093095942
2024-01-05,N038,0.0,0.0,-0.0005665717876236813
2024-01-05,N039,0.0,0.0,-0.0027592557903374187
2024-01-08,N000,0.0,0.0,0.0008752396249171232
2024-01-08,N001,0.12057,0.0,0.0014601279524836116
2024-01-08,N002,0.12057,0.0,0.0003638314500754263
2024-01-08,N003,0.0,0.0,-0.0031068458809272764
2024-01-08,N004,0.0,0.0,0.000149082493657619
2024-01-08,N005,0.0,0.0,-0.0011717648693660503
2024-01-08,N006,0.0,0.0,0.0013246192859318678
2024-01-08,N007,0.0,0.13253,-0.0007829041823052926
2024-01-08,N008,0.0,0.0,0.000547128751613282
2024-01-08,N009,0.0,0.0,-0.0005708342764517873
2024-01-08,N010,0.0,0.0,0.0013430435585225946
2024-01-08,N011,0.0,0.0,0.0008697179537413235
2024-01-08,N012,0.0,0.0,0.00040084008902545125
2024-01-08,N013,0.0,0.0,0.0005241231889574853
2024-01-08,N014,0.0,0.0,-0.0007695252040858806
2024-01-08,N015,0.0,0.0,-0.0005553688906953248
2024-01-08,N016,0.0,0.0,-0.00011200091965847859
2024-01-08,N017,0.0,0.0,-0.0014402497491086644
2024-01-08,N018,0.0,0.0,-0.0008642304618892098
2024-01-08,N019,0.0,0.0,-0.0001319194379561351
2024-01-08,N020,0.0,0.0,0.0007674054842025398
2024-01-08,N021,0.0,0.0,8.918333085830141e-05
2024-01-08,N022,0.0,0.0,0.0018248397583425363
2024-01-08,N023,0.0,0.0,-0.0013273278680525434
2024-01-08,N024,0.0,0.0,0.000560380827790406
2024-01-08,N025,0.0,0.12057,0.0002695220513047836
2024-01-08,N026,0.0,0.0,2.9229640861702773e-05
2024-01-08,N027,0.0,0.0,9.077279988575932e-05
2024-01-08,N028,0.13253,0.0,-0.000949531531008256
2024-01-08,N029,0.0,0.0,3.1375348851195324e-05
2024-01-08,N030,0.0,0.0,-0.0002392206994594824
2024-01-08,N031,0.0,0.0,-0.000582817732261964
2024-01-08,N032,0.0,0.0,-0.001843841666214129
2024-01-08,N033,0.0,0.0,0.0008565386996396803
2024-01-08,N034,0.0,0.0,-2.3795723711546446e-05
2024-01-08,N035,0.0,0.0,-0.0007214294477625249
2024-01-08,N036,0.0,0.0,-0.00018408053122952807
2024-01-08,N037,0.0,0.0,-0.000739876794368794
2024-01-08,N038,0.0,0.0,-0.0006475636477538663
2024-01-08,N039,0.0,0.0,-0.000518710844957963
2024-01-09,N000,0.0,0.0,0.002498894765524256
2024-01-09,N001,0.0,0.0,0.0014245807273414466
2024-01-09,N002,0.0,0.0,0.0010829076038123444
2024-01-09,N003,0.0,-0.03396,0.0011454515675064396
2024-01-09,N004,0.0,0.0,0.00019454136663595584
2024-01-09,N005,0.0,0.0,0.0011268569531928028
2024-01-09,N006,-0.26735,0.0,7.123712670769125e-07
2024-01-09,N007,0.0,0.0,0.0006249622408183623
2024-01-09,N008,0.0,0.0,0.00027920882985020984
2024-01-09,N009,0.0,0.0,-0.0022967566734468175
2024-01-09,N010,0.0,0.0,-0.00023496821396061214
2024-01-09,N011,0.0,0.0,-0.000996413804500828
2024-01-09,N012,0.0,0.0,0.0013706501912087153
2024-01-09,N013,-0.26735,0.0,-0.0012174498506142802
2024-01-09,N014,0.0,0.0,-0.0004255064822040678
2024-01-09,N015,0.0,0.0,0.0013625379262253302
2024-01-09,N016,0.0,0.0,0.0005547733562250105
2024-01-09,N017,0.0,0.0,-0.00019029319744376464
2024-01-09,N018,0.0,0.0,-0.0009421790478961307
2024-01-09,N019,0.0,0.0,-0.00016122778692978282
2024-01-09,N020,-0.26735,0.0,-0.0009765095060655503
2024-01-09,N021,0.0,0.0,0.00039913402539907124
2024-01-09,N022,0.0,0.0,0.001445114105346876
2024-01-09,N023,0.0,0.0,0.0010290727601411094
2024-01-09,N024,0.0,0.0,0.0018770213449214904
2024-01-09,N025,0.0,0.0,0.0016644628291886594
2024-01-09,N026,0.0,0.0,-0.0006460079909698832
2024-01-09,N027,0.0,0.0,-0.0009317310003465102
2024-01-09,N028,-0.03396,0.0,-0.00010867732655994096
2024-01-09,N029,0.0,0.0,-0.00010938267857388348
2024-01-09,N030,0.0,0.0,-0.001533318685562787
2024-01-09,N031,0.0,0.0,-0.0005651753115104623
2024-01-09,N032,0.0,-0.26735,-0.00044426225127990407
2024-01-09,N033,0.0,0.0,0.0002738620934273141
2024-01-09,N034,0.0,0.0,0.0005114245701253583
2024-01-09,N035,0.0,0.0,0.0014944699080032507
2024-01-09,N036,0.0,0.0,-0.0003184515130352645
2024-01-09,N037,0.0,0.0,-0.0011938917155018135
2024-01-09,N038,0.0,0.0,-0.0006310912267136704
2024-01-09,N039,0.0,0.0,0.000677599978774703
2024-01-10,N000,0.0,0.0,-0.00077148455170419
2024-01-10,N001,0.0,0.0,0.0006238410054436133
2024-01-10,N002,0.0,0.0,0.0005636820985699108
2024-01-10,N003,-0.09186,0.0,-0.0017141174166564951
2024-01-10,N004,0.0,0.0,3.7904068297391114e-05
2024-01-10,N005,0.0,0.0,-0.0006369688112083488
2024-01-10,N006,-0.09186,0.0,-0.0007397593604721913
2024-01-10,N007,0.0,0.0,0.0007160692274008609
2024-01-10,N008,0.0,0.0,-0.001216465359038083
2024-01-10,N009,0.0,0.0,0.00038110504918240144
2024-01-10,N010,0.11112,-0.09186,0.002456234765201595
2024-01-10,N011,0.0,0.0,-0.00046040526596554315
2024-01-10,N012,0.0,0.11112,-0.00019221019993625774
2024-01-10,N013,0.0,0.0,0.0006415581176631528
2024-01-10,N014,0.0,0.0,0.0005192278540296522
2024-01-10,N015,0.0,0.0,3.6802849471179567e-05
2024-01-10,N016,0.0,0.0,0.0007543041614291748
2024-01-10,N017,0.0,0.0,1.6857303767367866e-06
2024-01-10,N018,0.0,0.0,0.00011308731572703888
2024-01-10,N019,0.0,0.0,0.0006678027233830564
2024-01-10,N020,0.0,0.0,-0.0005036753700014526
2024-01-10,N021,0.0,0.0,-0.0002890197640177196
2024-01-10,N022,0.0,0.0,0.00022054971830460132
2024-01-10,N023,0.0,0.0,-0.001045279422327257
2024-01-10,N024,0.0,0.0,-5.8692089729756e-05
2024-01-10,N025,0.0,0.0,-0.00019709400949600498
2024-01-10,N026,0.0,0.0,0.0014808020121828617
2024-01-10,N027,0.0,0.0,-0.0006897243327152172
2024-01-10,N028,0.0,0.0,-0.00063825266637899
2024-01-10,N029,0.0,0.0,-0.0012047973737568842
2024-01-10,N030,0.0,0.0,-0.0006221340234885337
2024-01-10,N031,0.0,0.0,0.0006086689475155382
2024-01-10,N032,0.0,0.0,9.77588228277059e-05
2024-01-10,N033,0.0,0.0,0.001863265906032741
2024-01-10,N034,0.0,0.0,0.00041318523394259153
2024-01-10,N035,0.0,0.0,0.0009017828574873512
2024-01-10,N036,0.0,0.0,-0.00023928269019325536
2024-01-10,N037,0.0,0.0,0.0010052799729940106
2024-01-10,N038,0.0,0.0,0.00028422374024726914
2024-01-10,N039,0.0,0.0,-0.00047016667868311155
2024-01-11,N000,-0.05776,-0.07686,-0.0005453616900003091
2024-01-11,N001,0.25882,0.0,0.0014375191346852562
2024-01-11,N002,0.0,0.0,0.0006922215515148536
2024-01-11,N003,0.0,0.0,0.0005553114034289273
2024-01-11,N004,-0.07686,0.0,-0.00027674502138246644
2024-01-11,N005,-0.05776,0.0,-0.0007244509495743477
2024-01-11,N006,0.0,0.0,9.954768770786254e-05
2024-01-11,N007,0.08677,0.0,-0.0018064183379318574
2024-01-11,N008,0.0,0.0,-0.0007464978614057091
2024-01-11,N009,0.0,0.0,-4.302943114791012e-05
2024-01-11,N010,0.08677,0.0,0.001308219141702629
2024-01-11,N011,0.0,0.08677,0.0023437571891986434
2024-01-11,N012,0.0,0.0,-0.0010777350361354078
2024-01-11,N013,0.26823,0.0,0.0007234787382142777
2024-01-11,N014,0.0,0.0,0.0007096756637968389
2024-01-11,N015,-0.05776,0.26823,-0.001232886397975193
2024-01-11,N016,0.0,0.0,-0.00028099762768367766
2024-01-11,N017,0.26823,0.0,-0.00038826613865981536
2024-01-11,N018,0.0,0.0,0.000689226941171382
2024-01-11,N019,0.0,0.0,0.0009413062334404527
2024-01-11,N020,0.0,0.0,-0.00012681059992253018
2024-01-11,N021,0.0,0.0,9.353858865454079e-05
2024-01-11,N022,0.0,0.0,2.822317921613559e-05
2024-01-11,N023,0.0,0.0,-3.164184884507133e-05
2024-01-11,N024,0.0,0.0,0.0002949342502215702
2024-01-11,N025,0.0,0.0,5.678287098479331e-05
2024-01-11,N026,0.0,0.0,0.0019821351343660737
2024-01-11,N027,0.0,0.0,0.0011335691372578252
2024-01-11,N028,0.0,0.25882,0.0006933709956560606
2024-01-11,N029,0.0,0.0,0.0012492953946838122
2024-01-11,N030,0.26823,0.0,0.0004599147488891013
2024-01-11,N031,0.0,0.0,-0.0024715337421903666
2024-01-11,N032,0.0,0.0,0.0013472359672047037
2024-01-11,N033,0.0,0.0,0.0005761062286091354
2024-01-11,N034,0.0,0.0,0.000659673239018334
2024-01-11,N035,0.0,0.0,-0.0006881130019141803
2024-01-11,N036,0.0,-0.05776,8.626815760336629e-05
2024-01-11,N037,0.0,0.0,0.0012752138326654289
2024-01-11,N038,0.25882,0.0,0.0018003014583415021
2024-01-11,N039,0.0,0.0,-0.0005730303088131305
2024-01-12,N000,0.01575,0.0,0.0008603011331837548
2024-01-12,N001,0.0,0.04015,-0.0007850454641532756
2024-01-12,N002,0.0,0.0,7.71835796528533e-05
2024-01-12,N003,0.23495,0.0,0.002186623706068714
2024-01-12,N004,0.0,0.0,-0.00249358928050167
2024-01-12,N005,0.01575,0.0,0.0014035341953028853
2024-01-12,N006,0.23495,0.0,0.0007902043352018451
2024-01-12,N007,0.0,0.0,0.001060875889066436
2024-01-12,N008,0.0,0.0,-0.0009787025252814773
2024-01-12,N009,0.0,0.0,-0.0006629386650609491
2024-01-12,N010,0.0,0.23495,0.0003435485460690187
2024-01-12,N011,0.0,0.0,-0.0006044114100353237
2024-01-12,N012,0.0,0.0,-0.0017789799362196326
2024-01-12,N013,0.0,0.0,-0.0007592011784722461
2024-01-12,N014,0.0,0.0,0.0013877062520500094
2024-01-12,N015,0.01575,0.0,-0.00012506870958126112
2024-01-12,N016,0.04015,0.0,0.0006989928394363519
2024-01-12,N017,0.0,0.0,-0.0007588508802708362
2024-01-12,N018,0.0,0.0,-0.0018253687009925018
2024-01-12,N019,0.0,0.0,0.00030753769729102676
2024-01-12,N020,0.0,0.0,-0.00012897025847475205
2024-01-12,N021,0.0,0.0,-0.0016040393087104862
2024-01-12,N022,0.0,0.0,-0.0011597667036042899
2024-01-12,N023,0.0,0.0,-0.00017966040499428455
2024-01-12,N024,0.0,0.0,0.002470441929630468
2024-01-12,N025,0.0,0.0,-0.003412348846172551
2024-01-12,N026,0.0,0.0,-0.00014115358032514832
2024-01-12,N027,0.0,0.0,0.000361319596931697
2024-01-12,N028,0.0,0.0,0.0025241406899708
2024-01-12,N029,0.0,0.0,-0.0010687157381134267
2024-01-12,N030,0.0,0.0,0.0010723854355325067
2024-01-12,N031,0.0,0.0,-0.0016286961363565213
2024-01-12,N032,0.0,0.0,0.000731118646317027
2024-01-12,N033,0.0,0.0,0.0008729686870623124
2024-01-12,N034,0.0,0.0,-0.0008362358429091454
2024-01-12,N035,0.0,0.0,0.0004670663934551716
2024-01-12,N036,0.0,0.01575,0.00045689176544001255
2024-01-12,N037,0.0,0.0,0.0006838013492579542
2024-01-12,N038,0.0,0.0,-0.0006481725956152698
2024-01-12,N039,0.0,0.0,0.0009512823758933406
2024-01-15,N000,-0.15192,0.0,-0.001371691889372725
2024-01-15,N001,0.0,0.0,-0.0002732800908401375
2024-01-15,N002,0.0,0.0,0.0015673034107583131
2024-01-15,N003,0.0,0.09224,5.2903568665667966e-05
2024-01-15,N004,0.0,0.0,-9.677795540955412e-06
2024-01-15,N005,0.0,0.0,8.086768583482699e-06
2024-01-15,N006,0.0,0.0,-0.0008253884939798156
2024-01-15,N007,0.0,0.0,0.0017316830862996394
2024-01-15,N008,0.0,-0.02687,-0.0022824915300521695
2024-01-15,N009,0.0,0.0,-0.0022375533920027343
2024-01-15,N010,0.0,0.0,0.0015540188257352364
2024-01-15,N011,0.05942,0.0,-0.0008026190126952584
2024-01-15,N012,0.0,0.0,0.0002325727662705718
2024-01-15,N013,0.0,0.0,0.0019462422411891092
2024-01-15,N014,0.0,0.0,0.0017140325071138942
2024-01-15,N015,-0.15192,0.0,-0.0004309523003728606
2024-01-15,N016,-0.02687,0.0,-0.0004048472294851547
2024-01-15,N017,0.0,0.0,-0.0007751346896307413
2024-01-15,N018,0.0,0.05942,0.000566595227413903
2024-01-15,N019,0.34448,0.0,0.00199500615267859
2024-01-15,N020,0.0,0.07658,-0.0003765514389859624
2024-01-15,N021,0.0,0.0,0.001109576381864243
2024-01-15,N022,0.0,0.0,-0.0004910017933578043
2024-01-15,N023,0.0,0.34448,0.0014001922623078198
2024-01-15,N024,0.0,0.0,0.00044079129952412133
2024-01-15,N025,0.0,0.0,0.0014382234244939558
2024-01-15,N026,0.0,0.0,0.0008969084266831034
2024-01-15,N027,0.0,0.0,-0.0015883037293369926
2024-01-15,N028,0.09224,0.0,-0.0006799981312544641
2024-01-15,N029,0.0,-0.15192,0.00082635708220191
2024-01-15,N030,-0.02687,0.0,0.0013002085999151785
2024-01-15,N031,0.0,0.0,0.0010260985321988215
2024-01-15,N032,0.0,0.0,-0.0015028226315058862
2024-01-15,N033,0.0,0.0,0.0017394883297193215
2024-01-15,N034,0.0,0.0,0.0009396716067799655
2024-01-15,N035,0.07658,0.0,-5.24796451271427e-07
2024-01-15,N036,0.07658,0.0,0.0018881610472853464
2024-01-15,N037,0.0,0.0,-0.0009843221260281288
2024-01-15,N038,-0.15192,0.0,0.0002821890343102314
2024-01-15,N039,0.0,0.0,-0.0011202448908334667
2024-01-16,N000,0.06452,0.0,0.0004612451052403713
2024-01-16,N001,0.0,0.0,-0.0009095870542780875
2024-01-16,N002,0.0,0.0,0.0007140465597486313
2024-01-16,N003,0.0,0.0,-0.0008388210492460137
2024-01-16,N004,0.0,0.0,0.00018042140333379418
2024-01-16,N005,0.06452,0.0,-0.0001832458593099875
2024-01-16,N006,0.0,0.0,-0.0007970102087015734
2024-01-16,N007,0.0,0.0,-0.0007812925806997367
2024-01-16,N008,0.0,0.0,0.00151491106556978
2024-01-16,N009,0.0,0.0,0.0016460935580450856
2024-01-16,N010,0.0,0.0,0.0007292498097969585
2024-01-16,N011,0.0,0.0,0.0008429687224406182
2024-01-16,N012,0.0,0.0,-0.0014882144139260996
2024-01-16,N013,0.0,0.0,0.0001138560530402289
2024-01-16,N014,0.0,0.0,0.0015854547034968754
2024-01-16,N015,0.06452,0.0,-0.0005632999834039182
2024-01-16,N016,0.0,0.0,-0.0016275714736246993
2024-01-16,N017,0.0,0.0,-0.000327958572771114
2024-01-16,N018,0.0,0.0,-0.0003486830645880847
2024-01-16,N019,0.27998,0.0,0.0004187238387604468
2024-01-16,N020,0.0,0.0,0.0006385417296394934
2024-01-16,N021,0.0,0.0,-0.00043908127343555964
2024-01-16,N022,0.0,0.0,-0.0011034561577183389
2024-01-16,N023,0.0,0.27998,-0.00011493873655311051
2024-01-16,N024,0.0,0.0,0.0008902279474325434
2024-01-16,N025,0.0,0.0,0.0009976773153392775
2024-01-16,N026,0.0,0.0,0.0006670968834123098
2024-01-16,N027,0.0,0.0,-0.001939680315870144
2024-01-16,N028,0.0,0.0,-0.00109482766316873
2024-01-16,N029,0.0,0.0,0.0011789536353955159
2024-01-16,N030,0.0,0.0,-0.0003031292053407738
2024-01-16,N031,0.0,0.0,-0.0011844329695762917
2024-01-16,N032,0.0,0.0,0.001162267338753127
2024-01-16,N033,0.0,0.0,-0.0002895155500406229
2024-01-16,N034,0.0,0.0,0.000994494320107086
2024-01-16,N035,0.0,0.0,-0.0010088271023937442
2024-01-16,N036,0.0,0.06452,-0.0014273764940919424
2024-01-16,N037,0.0,0.0,0.0005674800047097982
2024-01-16,N038,0.0,0.0,0.00030039729882721427
2024-01-16,N039,0.0,0.0,-8.56102713209214e-05
2024-01-17,N000,0.0009800000000000086,0.0,-0.000957008612643974
2024-01-17,N001,0.0,0.0,0.0009053283830241151
2024-01-17,N002,0.0,0.0,0.001991041092424329
2024-01-17,N003,0.0,0.0,0.0007914558807850215
2024-01-17,N004,0.0,0.0,-0.00021314663351303478
2024-01-17,N005,-0.10972,0.0,-0.0023688789226431256
2024-01-17,N006,0.0,0.0,-0.00010015033097358904
2024-01-17,N007,0.0,0.0,-0.0003382228257086679
2024-01-17,N008,0.0,0.0,0.0016539421947896244
2024-01-17,N009,0.0,0.1107,0.00048225058263999337
2024-01-17,N010,0.07628,0.0,0.0008335513790256325
2024-01-17,N011,0.0,0.0,-0.000289927563840815
2024-01-17,N012,0.0,0.07628,-0.0035121739351698968
2024-01-17,N013,0.0,0.0,-0.0012622694371264838
2024-01-17,N014,0.0,0.0,0.00014312472783088357
2024-01-17,N015,-0.10972,0.0,-0.0008701963839082537
2024-01-17,N016,0.0,0.0,2.8560730898483674e-05
2024-01-17,N017,0.31474,0.0,0.0020542417939104435
2024-01-17,N018,0.0,0.0,-0.0006922720293595803
2024-01-17,N019,0.1107,0.0,0.0012325014367443184
2024-01-17,N020,0.0,0.0,-0.0014890006299084519
2024-01-17,N021,0.0,0.0,0.0012463602014450466
2024-01-17,N022,0.0,0.0,2.131202708687867e-05
2024-01-17,N023,0.0,0.0,-0.0015730000494198896
2024-01-17,N024,0.0,0.0,0.0012013521553124631
2024-01-17,N025,0.0,0.0,-0.0018120020794210343
2024-01-17,N026,0.0,0.0,-0.00035240408003019917
2024-01-17,N027,0.0,0.0,-5.435835449662139e-05
2024-01-17,N028,0.0,0.0,-0.001815073739976451
2024-01-17,N029,0.0,0.0,0.0022404478039191223
2024-01-17,N030,0.0,0.0,-0.0012729373830500026
2024-01-17,N031,0.1107,0.31474,-0.0013755649402478422
2024-01-17,N032,0.0,0.0,-0.0012170000602033128
2024-01-17,N033,0.0,0.0,0.001128564103358663
2024-01-17,N034,0.0,0.0,0.00033658482992968277
2024-01-17,N035,0.0,0.0,0.0009513351944872005
2024-01-17,N036,0.0,-0.10972,0.0006635174502567137
2024-01-17,N037,0.0,0.0,0.000880331350960543
2024-01-17,N038,0.0,0.0,0.0009772355669300644
2024-01-17,N039,0.0,0.0,-0.00014431584293343033
2024-01-18,N000,0.0,0.0,0.0014040444313217402
2024-01-18,N001,0.0,0.0,0.00017212328257947001
2024-01-18,N002,0.0,0.0,0.000507530895739931
